feedback,batch,experiment_id,focal_agent,model,seed,episode_days,scenario,baseline_stratum,baseline_policy_hash,adapted_policy_hash,opponent_policy_hashes,baseline_survival_days,adapted_survival_days,survival_gain,baseline_dead,adapted_dead,mortality_change,death_to_survival,survival_to_death,baseline_final_hp,adapted_final_hp,baseline_final_budget,adapted_final_budget,baseline_total_bid,adapted_total_bid,baseline_value,adapted_value,value_gain,improved,tied,degraded
OPF,OPF,exp_084,Alex,gemini-3.5-flash,98,20,medium,completed_20_days,22e48ce5b26cde6a,a79b026da5ac700f,"{""Bob"": ""fd01550134f67704"", ""Cindy"": ""c8412ee7af1e243d"", ""David"": ""4e2ff272d9167fa0"", ""Eric"": ""44b601102d06090a""}",20.0,20.0,0.0,0,0,0,0,0,5.0,4.0,140.0,140.0,2036.9360550000001,1753.5,20.014285714285716,20.011904761904763,-0.0023809523809532607,0,0,1
OPF,OPF,exp_084,Alex,gemini-3.5-flash,197,20,medium,completed_20_days,22e48ce5b26cde6a,a79b026da5ac700f,"{""Bob"": ""fd01550134f67704"", ""Cindy"": ""c8412ee7af1e243d"", ""David"": ""4e2ff272d9167fa0"", ""Eric"": ""44b601102d06090a""}",20.0,20.0,0.0,0,0,0,0,0,9.0,4.0,70.0,140.0,1530.0993253000001,1564.5,20.02261904761905,20.011904761904763,-0.01071428571428612,0,0,1
OPF,OPF,exp_084,Alex,gemini-3.5-flash,666,20,medium,completed_20_days,22e48ce5b26cde6a,a79b026da5ac700f,"{""Bob"": ""fd01550134f67704"", ""Cindy"": ""c8412ee7af1e243d"", ""David"": ""4e2ff272d9167fa0"", ""Eric"": ""44b601102d06090a""}",20.0,20.0,0.0,0,0,0,0,0,9.0,4.0,0.0,70.0,1722.721,1869.0,20.021428571428572,20.010714285714286,-0.01071428571428612,0,0,1
OPF,OPF,exp_085,Alex,gemini-3.5-flash,10,20,medium,died_before_day_10,d39db6ac26e2a64f,e8a3aaba720ba39b,"{""Bob"": ""665c17c6b4113e41"", ""Cindy"": ""a7509e231bf6e17f"", ""David"": ""9d7b7b581a36c401"", ""Eric"": ""e750412053cf98b2""}",8.0,13.0,5.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1081.3820443070001,1814.1106399999999,8.0,13.0,5.0,1,0,0
OPF,OPF,exp_085,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,d39db6ac26e2a64f,e8a3aaba720ba39b,"{""Bob"": ""665c17c6b4113e41"", ""Cindy"": ""a7509e231bf6e17f"", ""David"": ""9d7b7b581a36c401"", ""Eric"": ""e750412053cf98b2""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1203.9611171933334,1226.1106399999999,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_085,Alex,gemini-3.5-flash,98,20,medium,survived_days_10_19,d39db6ac26e2a64f,e8a3aaba720ba39b,"{""Bob"": ""665c17c6b4113e41"", ""Cindy"": ""a7509e231bf6e17f"", ""David"": ""9d7b7b581a36c401"", ""Eric"": ""e750412053cf98b2""}",11.0,11.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1349.294034361904,1566.5635590609377,11.0,11.0,0.0,0,1,0
OPF,OPF,exp_085,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,d39db6ac26e2a64f,e8a3aaba720ba39b,"{""Bob"": ""665c17c6b4113e41"", ""Cindy"": ""a7509e231bf6e17f"", ""David"": ""9d7b7b581a36c401"", ""Eric"": ""e750412053cf98b2""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1203.9611171933334,1226.1106399999999,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_085,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,d39db6ac26e2a64f,e8a3aaba720ba39b,"{""Bob"": ""665c17c6b4113e41"", ""Cindy"": ""a7509e231bf6e17f"", ""David"": ""9d7b7b581a36c401"", ""Eric"": ""e750412053cf98b2""}",8.0,18.0,10.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1090.8169129266666,2402.05464,8.0,18.0,10.0,1,0,0
OPF,OPF,exp_086,Alex,gemini-3.5-flash,10,20,medium,survived_days_10_19,6c3cd5cc90be0d45,9e3ed8e2d23434f2,"{""Bob"": ""360ff8fd89aa772d"", ""Cindy"": ""3875d345b2e8a804"", ""David"": ""2d8cbd1792267417"", ""Eric"": ""c8ad1228102807e1""}",11.0,11.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1586.7325,1528.2325,11.0,11.0,0.0,0,1,0
OPF,OPF,exp_086,Alex,gemini-3.5-flash,42,20,medium,survived_days_10_19,6c3cd5cc90be0d45,9e3ed8e2d23434f2,"{""Bob"": ""360ff8fd89aa772d"", ""Cindy"": ""3875d345b2e8a804"", ""David"": ""2d8cbd1792267417"", ""Eric"": ""c8ad1228102807e1""}",14.0,14.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1942.2592266999998,1909.7325,14.0,14.0,0.0,0,1,0
OPF,OPF,exp_086,Alex,gemini-3.5-flash,98,20,medium,survived_days_10_19,6c3cd5cc90be0d45,9e3ed8e2d23434f2,"{""Bob"": ""360ff8fd89aa772d"", ""Cindy"": ""3875d345b2e8a804"", ""David"": ""2d8cbd1792267417"", ""Eric"": ""c8ad1228102807e1""}",11.0,11.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1641.0888597116025,1666.63488,11.0,11.0,0.0,0,1,0
OPF,OPF,exp_086,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,6c3cd5cc90be0d45,9e3ed8e2d23434f2,"{""Bob"": ""360ff8fd89aa772d"", ""Cindy"": ""3875d345b2e8a804"", ""David"": ""2d8cbd1792267417"", ""Eric"": ""c8ad1228102807e1""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1146.8452875,1069.7325,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_086,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,6c3cd5cc90be0d45,9e3ed8e2d23434f2,"{""Bob"": ""360ff8fd89aa772d"", ""Cindy"": ""3875d345b2e8a804"", ""David"": ""2d8cbd1792267417"", ""Eric"": ""c8ad1228102807e1""}",8.0,13.0,5.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1321.9196381578947,1688.0,8.0,13.0,5.0,1,0,0
OPF,OPF,exp_087,Alex,gemini-3.5-flash,10,20,medium,died_before_day_10,f74c80e7ec7b0f07,b15a28acf479ea2c,"{""Bob"": ""ea5c8833833fe8ec"", ""Cindy"": ""35ff1f3e1cce8006"", ""David"": ""b06c710a3de96da0"", ""Eric"": ""78b004495ff8710f""}",8.0,13.0,5.0,1,1,0,0,0,0.0,0.0,0.0,0.0,983.5,1602.5005999999998,8.0,13.0,5.0,1,0,0
OPF,OPF,exp_087,Alex,gemini-3.5-flash,42,20,medium,completed_20_days,f74c80e7ec7b0f07,b15a28acf479ea2c,"{""Bob"": ""ea5c8833833fe8ec"", ""Cindy"": ""35ff1f3e1cce8006"", ""David"": ""b06c710a3de96da0"", ""Eric"": ""78b004495ff8710f""}",20.0,20.0,0.0,0,0,0,0,0,8.0,10.0,328.7414161873047,278.8815645,1375.9126371460286,1322.9184355,20.024638459458966,20.028552407559523,0.003913948100557008,1,0,0
OPF,OPF,exp_087,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,f74c80e7ec7b0f07,b15a28acf479ea2c,"{""Bob"": ""ea5c8833833fe8ec"", ""Cindy"": ""35ff1f3e1cce8006"", ""David"": ""b06c710a3de96da0"", ""Eric"": ""78b004495ff8710f""}",8.0,16.0,8.0,1,1,0,0,0,0.0,-1.0,0.0,0.0,983.5,1960.3350723958333,8.0,16.0,8.0,1,0,0
OPF,OPF,exp_087,Alex,gemini-3.5-flash,197,20,medium,completed_20_days,f74c80e7ec7b0f07,b15a28acf479ea2c,"{""Bob"": ""ea5c8833833fe8ec"", ""Cindy"": ""35ff1f3e1cce8006"", ""David"": ""b06c710a3de96da0"", ""Eric"": ""78b004495ff8710f""}",20.0,20.0,0.0,0,0,0,0,0,7.0,10.0,482.41893777738005,281.1977224724098,1236.8843335226197,1327.82727752759,20.024871070370363,20.02859179800123,0.00372072763086706,1,0,0
OPF,OPF,exp_087,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,f74c80e7ec7b0f07,b15a28acf479ea2c,"{""Bob"": ""ea5c8833833fe8ec"", ""Cindy"": ""35ff1f3e1cce8006"", ""David"": ""b06c710a3de96da0"", ""Eric"": ""78b004495ff8710f""}",8.0,16.0,8.0,1,1,0,0,0,0.0,-1.0,0.0,0.0,983.5,1946.6824533333333,8.0,16.0,8.0,1,0,0
OPF,OPF,exp_088,Alex,gemini-3.5-flash,10,20,medium,completed_20_days,ccd2cd66c5909d48,a90e3012ef715fcc,"{""Bob"": ""a94316567cfc58da"", ""Cindy"": ""30c62c490a58060a"", ""David"": ""6ea0bd8639f17ecd"", ""Eric"": ""897b48401d93ccf9""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,226.32566050742616,70.0,1622.2553041024441,1470.0,20.025277647287542,20.02261904761905,-0.0026585996684929114,0,0,1
OPF,OPF,exp_088,Alex,gemini-3.5-flash,42,20,medium,completed_20_days,ccd2cd66c5909d48,a90e3012ef715fcc,"{""Bob"": ""a94316567cfc58da"", ""Cindy"": ""30c62c490a58060a"", ""David"": ""6ea0bd8639f17ecd"", ""Eric"": ""897b48401d93ccf9""}",20.0,20.0,0.0,0,0,0,0,0,8.0,9.0,224.41129496137515,128.29084729938685,1603.3643502734806,1364.2855391243006,20.022864137669412,20.023610388559515,0.0007462508901028286,1,0,0
OPF,OPF,exp_088,Alex,gemini-3.5-flash,98,20,medium,completed_20_days,ccd2cd66c5909d48,a90e3012ef715fcc,"{""Bob"": ""a94316567cfc58da"", ""Cindy"": ""30c62c490a58060a"", ""David"": ""6ea0bd8639f17ecd"", ""Eric"": ""897b48401d93ccf9""}",20.0,20.0,0.0,0,0,0,0,0,7.0,7.0,185.26116624315813,93.96313002142978,1691.4172270664665,1659.583108573204,20.01981736677284,20.018264679081998,-0.0015526876908431575,0,0,1
OPF,OPF,exp_088,Alex,gemini-3.5-flash,197,20,medium,completed_20_days,ccd2cd66c5909d48,a90e3012ef715fcc,"{""Bob"": ""a94316567cfc58da"", ""Cindy"": ""30c62c490a58060a"", ""David"": ""6ea0bd8639f17ecd"", ""Eric"": ""897b48401d93ccf9""}",20.0,20.0,0.0,0,0,0,0,0,9.0,10.0,359.07396807703174,103.58500586530249,1440.082255696327,1296.4149941346975,20.027535271565934,20.025571173569137,-0.0019640979967974204,0,0,1
OPF,OPF,exp_088,Alex,gemini-3.5-flash,666,20,medium,completed_20_days,ccd2cd66c5909d48,a90e3012ef715fcc,"{""Bob"": ""a94316567cfc58da"", ""Cindy"": ""30c62c490a58060a"", ""David"": ""6ea0bd8639f17ecd"", ""Eric"": ""897b48401d93ccf9""}",20.0,20.0,0.0,0,0,0,0,0,9.0,8.0,185.19216691441153,96.4023183566404,1564.2046423388244,1400.6092734265617,20.024578098076777,20.020687114257765,-0.003890983819012206,0,0,1
OPF,OPF,exp_089,Alex,gemini-3.5-flash,10,20,medium,survived_days_10_19,080467bf30f7624c,425bebe75ce4223d,"{""Bob"": ""249ce38a2054a840"", ""Cindy"": ""ae961949e7c20ad5"", ""David"": ""217f4f832c86a8dd"", ""Eric"": ""72e5f2a5edb1bdd1""}",13.0,7.0,-6.0,1,1,0,0,0,-1.0,0.0,0.0,0.0,1685.7256673655888,785.10009765625,13.0,7.0,-6.0,0,0,1
OPF,OPF,exp_089,Alex,gemini-3.5-flash,42,20,medium,survived_days_10_19,080467bf30f7624c,425bebe75ce4223d,"{""Bob"": ""249ce38a2054a840"", ""Cindy"": ""ae961949e7c20ad5"", ""David"": ""217f4f832c86a8dd"", ""Eric"": ""72e5f2a5edb1bdd1""}",13.0,8.0,-5.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1840.8437574163413,991.9167708333333,13.0,8.0,-5.0,0,0,1
OPF,OPF,exp_089,Alex,gemini-3.5-flash,98,20,medium,survived_days_10_19,080467bf30f7624c,425bebe75ce4223d,"{""Bob"": ""249ce38a2054a840"", ""Cindy"": ""ae961949e7c20ad5"", ""David"": ""217f4f832c86a8dd"", ""Eric"": ""72e5f2a5edb1bdd1""}",11.0,9.0,-2.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,1616.870765437041,858.6551349096679,11.0,9.0,-2.0,0,0,1
OPF,OPF,exp_089,Alex,gemini-3.5-flash,197,20,medium,survived_days_10_19,080467bf30f7624c,425bebe75ce4223d,"{""Bob"": ""249ce38a2054a840"", ""Cindy"": ""ae961949e7c20ad5"", ""David"": ""217f4f832c86a8dd"", ""Eric"": ""72e5f2a5edb1bdd1""}",13.0,8.0,-5.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1840.8437574163413,989.9167708333333,13.0,8.0,-5.0,0,0,1
OPF,OPF,exp_089,Alex,gemini-3.5-flash,666,20,medium,survived_days_10_19,080467bf30f7624c,425bebe75ce4223d,"{""Bob"": ""249ce38a2054a840"", ""Cindy"": ""ae961949e7c20ad5"", ""David"": ""217f4f832c86a8dd"", ""Eric"": ""72e5f2a5edb1bdd1""}",11.0,7.0,-4.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,1556.2435748309535,893.6513921874999,11.0,7.0,-4.0,0,0,1
OPF,OPF,exp_090,Alex,gemini-3.5-flash,10,20,medium,survived_days_10_19,fb3277be3021d958,62f938e553c0efb4,"{""Bob"": ""cd82256dfdc55075"", ""Cindy"": ""7ccd488bc27ed82e"", ""David"": ""ce41b46d9b3a9e49"", ""Eric"": ""6ca2ea24d96a27e4""}",14.0,6.0,-8.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1965.6202159429902,782.6740461815319,14.0,6.0,-8.0,0,0,1
OPF,OPF,exp_090,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,fb3277be3021d958,62f938e553c0efb4,"{""Bob"": ""cd82256dfdc55075"", ""Cindy"": ""7ccd488bc27ed82e"", ""David"": ""ce41b46d9b3a9e49"", ""Eric"": ""6ca2ea24d96a27e4""}",8.0,6.0,-2.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1198.3958828477032,785.1719375,8.0,6.0,-2.0,0,0,1
OPF,OPF,exp_090,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,fb3277be3021d958,62f938e553c0efb4,"{""Bob"": ""cd82256dfdc55075"", ""Cindy"": ""7ccd488bc27ed82e"", ""David"": ""ce41b46d9b3a9e49"", ""Eric"": ""6ca2ea24d96a27e4""}",8.0,6.0,-2.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1114.6570255538834,787.1547734374999,8.0,6.0,-2.0,0,0,1
OPF,OPF,exp_090,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,fb3277be3021d958,62f938e553c0efb4,"{""Bob"": ""cd82256dfdc55075"", ""Cindy"": ""7ccd488bc27ed82e"", ""David"": ""ce41b46d9b3a9e49"", ""Eric"": ""6ca2ea24d96a27e4""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1217.2585949479571,1206.7859989551196,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_090,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,fb3277be3021d958,62f938e553c0efb4,"{""Bob"": ""cd82256dfdc55075"", ""Cindy"": ""7ccd488bc27ed82e"", ""David"": ""ce41b46d9b3a9e49"", ""Eric"": ""6ca2ea24d96a27e4""}",8.0,6.0,-2.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1196.613448769248,788.1145390625,8.0,6.0,-2.0,0,0,1
OPF,OPF,exp_091,Alex,gemini-3.5-flash,10,20,medium,died_before_day_10,14ecace962446c41,d18a5e840245037c,"{""Bob"": ""215bf7809b6f56a8"", ""Cindy"": ""ca3a2b0aa38a9742"", ""David"": ""e6bdc80bc1438fbb"", ""Eric"": ""6b7c64bd4eee2337""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1006.5285348602399,1212.2980135935734,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_091,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,14ecace962446c41,d18a5e840245037c,"{""Bob"": ""215bf7809b6f56a8"", ""Cindy"": ""ca3a2b0aa38a9742"", ""David"": ""e6bdc80bc1438fbb"", ""Eric"": ""6b7c64bd4eee2337""}",6.0,6.0,0.0,1,1,0,0,0,-3.0,-3.0,0.0,0.0,895.25,963.7544224154667,6.0,6.0,0.0,0,1,0
OPF,OPF,exp_091,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,14ecace962446c41,d18a5e840245037c,"{""Bob"": ""215bf7809b6f56a8"", ""Cindy"": ""ca3a2b0aa38a9742"", ""David"": ""e6bdc80bc1438fbb"", ""Eric"": ""6b7c64bd4eee2337""}",8.0,18.0,10.0,1,1,0,0,0,0.0,-1.0,0.0,0.0,937.2735504,2263.472444,8.0,18.0,10.0,1,0,0
OPF,OPF,exp_091,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,14ecace962446c41,d18a5e840245037c,"{""Bob"": ""215bf7809b6f56a8"", ""Cindy"": ""ca3a2b0aa38a9742"", ""David"": ""e6bdc80bc1438fbb"", ""Eric"": ""6b7c64bd4eee2337""}",6.0,6.0,0.0,1,1,0,0,0,-3.0,-3.0,0.0,0.0,895.25,963.7544224154667,6.0,6.0,0.0,0,1,0
OPF,OPF,exp_091,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,14ecace962446c41,d18a5e840245037c,"{""Bob"": ""215bf7809b6f56a8"", ""Cindy"": ""ca3a2b0aa38a9742"", ""David"": ""e6bdc80bc1438fbb"", ""Eric"": ""6b7c64bd4eee2337""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,933.8580953999999,1052.532606,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_092,Alex,gemini-3.5-flash,10,20,medium,survived_days_10_19,0203f2a15889a9a1,397b21491f32015f,"{""Bob"": ""0d5ff3584b08ba3f"", ""Cindy"": ""47618190ea5148e8"", ""David"": ""815c423bb714b77d"", ""Eric"": ""9ec91db92d3b0c13""}",11.0,11.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1485.2800539999998,1650.1128475444443,11.0,11.0,0.0,0,1,0
OPF,OPF,exp_092,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,0203f2a15889a9a1,397b21491f32015f,"{""Bob"": ""0d5ff3584b08ba3f"", ""Cindy"": ""47618190ea5148e8"", ""David"": ""815c423bb714b77d"", ""Eric"": ""9ec91db92d3b0c13""}",3.0,3.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,447.0,484.4,3.0,3.0,0.0,0,1,0
OPF,OPF,exp_092,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,0203f2a15889a9a1,397b21491f32015f,"{""Bob"": ""0d5ff3584b08ba3f"", ""Cindy"": ""47618190ea5148e8"", ""David"": ""815c423bb714b77d"", ""Eric"": ""9ec91db92d3b0c13""}",8.0,20.0,12.0,1,0,-1,1,0,0.0,4.0,0.0,74.20000000000002,970.4399999999999,2529.8565973841482,8.0,20.010785714285714,12.010785714285714,1,0,0
OPF,OPF,exp_092,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,0203f2a15889a9a1,397b21491f32015f,"{""Bob"": ""0d5ff3584b08ba3f"", ""Cindy"": ""47618190ea5148e8"", ""David"": ""815c423bb714b77d"", ""Eric"": ""9ec91db92d3b0c13""}",8.0,13.0,5.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1142.4817777777778,1802.2804055555555,8.0,13.0,5.0,1,0,0
OPF,OPF,exp_092,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,0203f2a15889a9a1,397b21491f32015f,"{""Bob"": ""0d5ff3584b08ba3f"", ""Cindy"": ""47618190ea5148e8"", ""David"": ""815c423bb714b77d"", ""Eric"": ""9ec91db92d3b0c13""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1050.7223999999999,1214.6017533333334,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_093,Alex,gemini-3.5-flash,10,20,medium,died_before_day_10,1729552ed3766a6b,3986a5ea3683162e,"{""Bob"": ""40af96394ae2c34d"", ""Cindy"": ""ff6ffa205bbbde42"", ""David"": ""712d5d05cf5a7228"", ""Eric"": ""e25bfc272f2cd6a4""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1167.9,929.0,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_093,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,1729552ed3766a6b,3986a5ea3683162e,"{""Bob"": ""40af96394ae2c34d"", ""Cindy"": ""ff6ffa205bbbde42"", ""David"": ""712d5d05cf5a7228"", ""Eric"": ""e25bfc272f2cd6a4""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1273.1648175061728,1139.764817506173,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_093,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,1729552ed3766a6b,3986a5ea3683162e,"{""Bob"": ""40af96394ae2c34d"", ""Cindy"": ""ff6ffa205bbbde42"", ""David"": ""712d5d05cf5a7228"", ""Eric"": ""e25bfc272f2cd6a4""}",6.0,6.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1017.4,1020.0,6.0,6.0,0.0,0,1,0
OPF,OPF,exp_093,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,1729552ed3766a6b,3986a5ea3683162e,"{""Bob"": ""40af96394ae2c34d"", ""Cindy"": ""ff6ffa205bbbde42"", ""David"": ""712d5d05cf5a7228"", ""Eric"": ""e25bfc272f2cd6a4""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1286.1632028024692,1152.763202802469,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_093,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,1729552ed3766a6b,3986a5ea3683162e,"{""Bob"": ""40af96394ae2c34d"", ""Cindy"": ""ff6ffa205bbbde42"", ""David"": ""712d5d05cf5a7228"", ""Eric"": ""e25bfc272f2cd6a4""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1167.9,929.0,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_094,Alex,gemini-3.5-flash,10,20,medium,survived_days_10_19,d659ad9b8e0f4021,b5258b677e6762d8,"{""Bob"": ""26a588927ea2801e"", ""Cindy"": ""8a8a778e0013306d"", ""David"": ""e47ff23aab72c31d"", ""Eric"": ""c34dc447ce2bc4ac""}",13.0,13.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1542.8308569105263,1626.8208380736844,13.0,13.0,0.0,0,1,0
OPF,OPF,exp_094,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,d659ad9b8e0f4021,b5258b677e6762d8,"{""Bob"": ""26a588927ea2801e"", ""Cindy"": ""8a8a778e0013306d"", ""David"": ""e47ff23aab72c31d"", ""Eric"": ""c34dc447ce2bc4ac""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1120.2440689473685,1150.3710821052632,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_094,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,d659ad9b8e0f4021,b5258b677e6762d8,"{""Bob"": ""26a588927ea2801e"", ""Cindy"": ""8a8a778e0013306d"", ""David"": ""e47ff23aab72c31d"", ""Eric"": ""c34dc447ce2bc4ac""}",3.0,19.0,16.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,326.67437499999994,2272.414556884352,3.0,19.0,16.0,1,0,0
OPF,OPF,exp_094,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,d659ad9b8e0f4021,b5258b677e6762d8,"{""Bob"": ""26a588927ea2801e"", ""Cindy"": ""8a8a778e0013306d"", ""David"": ""e47ff23aab72c31d"", ""Eric"": ""c34dc447ce2bc4ac""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1123.569675034325,1161.290282105263,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_094,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,d659ad9b8e0f4021,b5258b677e6762d8,"{""Bob"": ""26a588927ea2801e"", ""Cindy"": ""8a8a778e0013306d"", ""David"": ""e47ff23aab72c31d"", ""Eric"": ""c34dc447ce2bc4ac""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1107.45667037594,1144.9938535338345,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_095,Alex,gemini-3.5-flash,10,20,medium,died_before_day_10,1d1a92f2d0f2ef0a,05d7aeff7b640d9d,"{""Bob"": ""3f5823d1fb1e83e5"", ""Cindy"": ""3824f082257fe6f8"", ""David"": ""bdd3863b6a9ca15f"", ""Eric"": ""82cb5e4f4876bdd5""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,956.305,1047.285,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_095,Alex,gemini-3.5-flash,42,20,medium,died_before_day_10,1d1a92f2d0f2ef0a,05d7aeff7b640d9d,"{""Bob"": ""3f5823d1fb1e83e5"", ""Cindy"": ""3824f082257fe6f8"", ""David"": ""bdd3863b6a9ca15f"", ""Eric"": ""82cb5e4f4876bdd5""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,956.305,1047.285,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_095,Alex,gemini-3.5-flash,98,20,medium,died_before_day_10,1d1a92f2d0f2ef0a,05d7aeff7b640d9d,"{""Bob"": ""3f5823d1fb1e83e5"", ""Cindy"": ""3824f082257fe6f8"", ""David"": ""bdd3863b6a9ca15f"", ""Eric"": ""82cb5e4f4876bdd5""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1102.29875,1159.945,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_095,Alex,gemini-3.5-flash,197,20,medium,died_before_day_10,1d1a92f2d0f2ef0a,05d7aeff7b640d9d,"{""Bob"": ""3f5823d1fb1e83e5"", ""Cindy"": ""3824f082257fe6f8"", ""David"": ""bdd3863b6a9ca15f"", ""Eric"": ""82cb5e4f4876bdd5""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,956.305,1047.285,8.0,8.0,0.0,0,1,0
OPF,OPF,exp_095,Alex,gemini-3.5-flash,666,20,medium,died_before_day_10,1d1a92f2d0f2ef0a,05d7aeff7b640d9d,"{""Bob"": ""3f5823d1fb1e83e5"", ""Cindy"": ""3824f082257fe6f8"", ""David"": ""bdd3863b6a9ca15f"", ""Eric"": ""82cb5e4f4876bdd5""}",8.0,11.0,3.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,956.305,1707.9097335937502,8.0,11.0,3.0,1,0,0
OPF,OPF,exp_096,Alex,gemini-3.5-flash,10,20,medium,died_before_day_10,da1713f5fa2f7952,a8fd30b7c47c5bcb,"{""Bob"": ""0d504a13c5469972"", ""Cindy"": ""7e86f521ca1bfd16"", ""David"": ""ff47b62e71b3af1e"", ""Eric"": ""b03b77a47395479a""}",3.0,3.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,156.230816,194.48256,3.0,3.0,0.0,0,1,0
